gender,selection_rate,fpr,fnr,accuracy,n
female,0.6176470588235294,0.2765957446808511,0.09090909090909091,0.8235294117647058,102
male,0.6521739130434783,0.09803921568627451,0.022988505747126436,0.9492753623188406,138
